onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
16.504	0.0	dative 1-3	1	16504	real	fake	fake	fake	2006
97.824	0.0	genitive 2-2	2	97824	fake	fake	real	real	2277
136.594	0.0	dative 1-3	1	136594	real	fake	fake	fake	2235
174.543	0.0	genitive 2-2	2	174543	fake	fake	real	real	2276
213.13	0.0	genitive 2-2	2	213130	fake	fake	real	real	2085
253.228	0.0	dative 1-3	1	253228	real	real	real	real	2028
290.191	0.0	genitive 2-2	2	290191	fake	fake	real	real	2217
326.747	0.0	dative 1-3	1	326747	real	fake	real	fake	2229
366.243	0.0	genitive 2-2	2	366243	fake	fake	real	real	2278
402.665	0.0	genitive 2-2	2	402665	fake	fake	real	real	2155
438.777	0.0	dative 1-3	1	438777	fake	fake	real	real	2075
478.493	0.0	dative 1-3	1	478493	fake	fake	real	real	2277
531.921	0.0	dative 1-3	1	531921	real	real	real	real	2208
568.281	0.0	dative 1-3	1	568281	real	real	fake	fake	2191
605.228	0.0	genitive 2-2	2	605228	fake	fake	real	fake	2262
644.189	0.0	genitive 2-2	2	644189	real	real	fake	real	2194
717.31	0.0	dative 1-3	1	717310	real	real	fake	fake	2120
753.979	0.0	genitive 2-2	2	753979	real	fake	fake	real	2260
791.518	0.0	genitive 2-2	2	791518	real	real	fake	real	2245
827.814	0.0	genitive 2-2	2	827814	real	fake	real	fake	2178
867.013	0.0	genitive 2-2	2	867013	fake	fake	real	fake	2244
906.926	0.0	dative 1-3	1	906926	fake	fake	real	fake	2227
946.348	0.0	dative 1-3	1	946348	fake	fake	real	real	2168
983.221	0.0	dative 1-3	1	983221	real	real	fake	real	2269
