onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
16.054000000000002	0.0	dative 1-3	1	15924	real	real	fake	fake	2199
51.434000000000005	0.0	dative 1-3	1	51318	fake	fake	fake	fake	2224
86.866	0.0	genitive 2-2	2	86759	real	real	fake	fake	2215
123.39699999999999	0.0	dative 1-3	1	123279	fake	real	fake	fake	2264
159.702	0.0	genitive 2-2	2	159583	real	fake	fake	fake	2275
195.937	0.0	genitive 2-2	2	195822	fake	fake	real	real	2250
231.92800000000003	0.0	genitive 2-2	2	231809	fake	fake	fake	real	2082
267.709	0.0	genitive 2-2	2	267590	real	fake	fake	real	2216
304.014	0.0	dative 1-3	1	303895	fake	fake	fake	real	2234
340.04	0.0	dative 1-3	1	339924	fake	fake	real	real	2242
376.571	0.0	dative 1-3	1	376461	fake	fake	real	real	2207
412.597	0.0	genitive 2-2	2	412465	fake	fake	real	real	1997
498.455	0.0	genitive 2-2	2	498340	fake	fake	real	fake	1997
535.388	0.0	dative 1-3	1	535268	fake	fake	real	real	2209
571.326	0.0	genitive 2-2	2	571207	real	real	real	real	2259
607.387	0.0	genitive 2-2	2	607267	fake	fake	real	real	2239
642.8530000000001	0.0	dative 1-3	1	642730	fake	fake	fake	fake	2141
678.6	0.0	dative 1-3	1	678475	real	fake	real	real	2246
714.487	0.0	dative 1-3	1	714364	real	fake	fake	fake	2077
750.4599999999999	0.0	genitive 2-2	2	750344	fake	fake	real	real	2272
786.118	0.0	dative 1-3	1	785996	real	real	fake	fake	2261
822.144	0.0	genitive 2-2	2	822036	fake	fake	real	real	2253
857.645	0.0	dative 1-3	1	857523	fake	fake	real	real	2163
893.025	0.0	genitive 2-2	2	892910	fake	fake	real	real	2247
