onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.092	0.0	dative 1-3	1	11092	fake	fake	fake	real	2225
49.836	0.0	genitive 2-2	2	49836	fake	fake	real	fake	2200
86.326	0.0	dative 1-3	1	86326	real	real	real	real	2207
122.18	0.0	genitive 2-2	2	122180	real	real	real	fake	2113
157.936	0.0	genitive 2-2	2	157936	real	fake	real	real	1867
194.441	0.0	dative 1-3	1	194441	real	real	real	real	2260
229.721	0.0	dative 1-3	1	229721	real	real	fake	real	2108
265.776	0.0	genitive 2-2	2	265776	real	real	real	real	2280
301.763	0.0	dative 1-3	1	301763	real	fake	real	real	2183
337.226	0.0	dative 1-3	1	337226	fake	real	real	real	2195
372.797	0.0	genitive 2-2	2	372797	real	real	real	real	2269
407.619	0.0	genitive 2-2	2	407619	fake	real	real	real	2259
493.128	0.0	genitive 2-2	2	493128	fake	real	real	real	2142
528.683	0.0	genitive 2-2	2	528683	fake	real	real	real	2211
564.646	0.0	genitive 2-2	2	564646	fake	real	real	fake	2271
600.808	0.0	dative 1-3	1	600808	fake	real	real	real	1890
636.247	0.0	dative 1-3	1	636247	fake	real	real	real	2195
671.819	0.0	dative 1-3	1	671819	fake	fake	fake	real	2268
707.372	0.0	dative 1-3	1	707372	fake	fake	real	fake	2136
744.76	0.0	dative 1-3	1	744760	real	fake	real	fake	2275
780.191	0.0	genitive 2-2	2	780191	real	real	real	fake	2275
815.079	0.0	genitive 2-2	2	815079	real	real	real	real	2070
850.2	0.0	dative 1-3	1	850200	real	real	real	real	1999
885.605	0.0	genitive 2-2	2	885605	real	real	fake	real	2014
