onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
7.132	0.0	genitive 2-2	2	7132	real	real	real	real	1922
42.89	0.0	dative 1-3	1	42890	fake	fake	fake	fake	2181
78.204	0.0	dative 1-3	1	78204	real	real	fake	fake	2272
113.877	0.0	genitive 2-2	2	113877	fake	fake	real	real	2131
149.751	0.0	genitive 2-2	2	149751	real	real	fake	fake	1974
184.732	0.0	dative 1-3	1	184732	fake	fake	real	real	2171
220.019	0.0	genitive 2-2	2	220019	real	real	fake	fake	2272
255.177	0.0	genitive 2-2	2	255177	fake	fake	real	real	1894
290.192	0.0	genitive 2-2	2	290192	fake	fake	real	real	2101
325.084	0.0	dative 1-3	1	325084	fake	fake	real	real	2118
360.698	0.0	dative 1-3	1	360698	real	real	fake	fake	2262
395.374	0.0	dative 1-3	1	395374	real	real	fake	fake	2224
448.955	0.0	dative 1-3	1	448955	real	real	real	real	2199
484.117	0.0	genitive 2-2	2	484117	real	real	fake	fake	2252
519.335	0.0	genitive 2-2	2	519335	fake	fake	fake	fake	2280
555.209	0.0	dative 1-3	1	555209	fake	fake	real	real	2112
590.472	0.0	genitive 2-2	2	590472	fake	fake	fake	fake	2226
628.106	0.0	dative 1-3	1	628106	real	real	fake	fake	2235
662.995	0.0	dative 1-3	1	662995	fake	fake	real	real	2058
698.309	0.0	genitive 2-2	2	698309	real	real	real	real	2209
734.026	0.0	dative 1-3	1	734026	real	real	fake	fake	2202
768.874	0.0	genitive 2-2	2	768874	real	fake	fake	fake	2100
804.557	0.0	dative 1-3	1	804557	fake	fake	fake	fake	2231
842.967	0.0	genitive 2-2	2	842967	fake	fake	fake	fake	2114
