onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
13.418	0.0	dative 1-3	1	13418	real	real	fake	fake	1896
50.716	0.0	genitive 2-2	2	50716	fake	real	real	real	2263
86.896	0.0	dative 1-3	1	86896	real	real	fake	fake	2271
125.302	0.0	dative 1-3	1	125302	fake	real	fake	real	2123
161.741	0.0	genitive 2-2	2	161741	fake	fake	real	fake	2147
203.789	0.0	genitive 2-2	2	203789	real	real	fake	fake	2276
239.043	0.0	genitive 2-2	2	239043	real	real	real	real	2272
274.031	0.0	dative 1-3	1	274031	real	real	real	real	2260
309.429	0.0	genitive 2-2	2	309429	fake	fake	real	real	2262
344.825	0.0	dative 1-3	1	344825	fake	fake	real	real	2099
379.929	0.0	genitive 2-2	2	379929	real	fake	real	real	2214
415.227	0.0	dative 1-3	1	415227	real	real	real	real	2146
475.35	0.0	genitive 2-2	2	475350	real	real	real	real	2249
510.305	0.0	genitive 2-2	2	510305	fake	fake	fake	real	2269
546.536	0.0	dative 1-3	1	546536	fake	fake	real	real	2275
585.191	0.0	genitive 2-2	2	585191	fake	fake	fake	fake	2227
620.672	0.0	dative 1-3	1	620672	real	real	fake	fake	2234
655.741	0.0	dative 1-3	1	655741	fake	fake	real	real	2169
692.23	0.0	genitive 2-2	2	692230	real	real	real	real	2065
730.804	0.0	dative 1-3	1	730804	fake	fake	real	real	2149
765.425	0.0	dative 1-3	1	765425	fake	fake	real	real	2091
800.872	0.0	dative 1-3	1	800872	real	real	real	real	2213
839.245	0.0	genitive 2-2	2	839245	fake	fake	real	real	2100
874.799	0.0	genitive 2-2	2	874799	fake	fake	real	real	2264
