onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
26.864	0.0	genitive 2-2	2	26864	fake	fake	fake	fake	2230
63.134	0.0	genitive 2-2	2	63134	real	real	fake	fake	2268
99.096	0.0	dative 1-3	1	99096	fake	fake	fake	real	2160
139.035	0.0	genitive 2-2	2	139035	fake	fake	fake	real	2191
180.407	0.0	dative 1-3	1	180407	fake	fake	real	real	2245
222.622	0.0	dative 1-3	1	222622	real	real	fake	real	2225
260.409	0.0	genitive 2-2	2	260409	fake	fake	real	real	2022
296.696	0.0	dative 1-3	1	296696	real	fake	fake	fake	2157
333.043	0.0	dative 1-3	1	333043	fake	fake	real	fake	2118
369.281	0.0	genitive 2-2	2	369281	real	fake	fake	fake	2184
405.142	0.0	genitive 2-2	2	405142	fake	fake	real	real	2119
445.382	0.0	dative 1-3	1	445382	fake	fake	real	real	2150
526.432	0.0	genitive 2-2	2	526432	fake	fake	real	fake	2014
564.302	0.0	genitive 2-2	2	564302	real	real	real	real	2239
603.014	0.0	dative 1-3	1	603014	fake	fake	real	real	2155
644.407	0.0	dative 1-3	1	644407	real	fake	fake	real	2187
685.621	0.0	genitive 2-2	2	685621	real	fake	fake	fake	2224
722.127	0.0	dative 1-3	1	722127	fake	fake	fake	fake	2252
757.532	0.0	genitive 2-2	2	757532	real	real	real	real	2211
794.804	0.0	genitive 2-2	2	794804	fake	real	fake	fake	1989
831.675	0.0	genitive 2-2	2	831675	real	fake	fake	fake	1861
870.857	0.0	dative 1-3	1	870857	fake	fake	real	real	1877
908.411	0.0	dative 1-3	1	908411	fake	fake	real	real	2109
945.524	0.0	dative 1-3	1	945524	fake	fake	fake	real	2239
