onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
214.515	0.0	dative 1-3	1	214515	real	fake	fake	real	2108
259.185	0.0	genitive 2-2	2	259185	real	real	real	fake	2269
298.182	0.0	dative 1-3	1	298182	real	real	fake	fake	1818
336.964	0.0	dative 1-3	1	336964	real	real	fake	fake	2008
381.738	0.0	genitive 2-2	2	381738	fake	real	real	fake	2223
418.666	0.0	genitive 2-2	2	418666	real	fake	real	real	2043
456.58	0.0	genitive 2-2	2	456580	fake	fake	fake	fake	2186
497.312	0.0	dative 1-3	1	497312	real	real	real	real	2264
535.017	0.0	genitive 2-2	2	535017	real	real	fake	fake	2226
571.437	0.0	genitive 2-2	2	571437	fake	fake	real	fake	2227
611.669	0.0	dative 1-3	1	611669	fake	fake	real	fake	2108
649.29	0.0	dative 1-3	1	649290	real	real	fake	fake	2255
711.52	0.0	genitive 2-2	2	711520	fake	fake	fake	real	1980
749.741	0.0	dative 1-3	1	749741	fake	fake	real	real	2259
787.982	0.0	dative 1-3	1	787982	real	real	fake	fake	2154
825.543	0.0	genitive 2-2	2	825543	real	real	real	real	2185
863.715	0.0	dative 1-3	1	863715	real	real	fake	fake	2278
904.479	0.0	genitive 2-2	2	904479	fake	real	real	real	2118
943.194	0.0	dative 1-3	1	943194	real	real	fake	fake	2198
980.932	0.0	genitive 2-2	2	980932	real	real	fake	fake	2184
1018.67	0.0	genitive 2-2	2	1018670	real	real	fake	real	1943
1057.232	0.0	genitive 2-2	2	1057232	fake	fake	real	real	2159
1094.262	0.0	dative 1-3	1	1094262	fake	fake	real	real	2272
1135.418	0.0	dative 1-3	1	1135418	real	real	fake	fake	2225
