onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
19.938	0.0	genitive 2-2	2	19938	fake	fake	fake	fake	2261
58.363	0.0	genitive 2-2	2	58363	fake	fake	fake	real	2266
96.243	0.0	dative 1-3	1	96243	fake	fake	real	real	2139
136.049	0.0	dative 1-3	1	136049	fake	fake	real	real	2238
174.797	0.0	genitive 2-2	2	174797	real	real	real	real	2119
212.079	0.0	dative 1-3	1	212079	fake	fake	real	real	2202
248.968	0.0	dative 1-3	1	248968	fake	fake	fake	fake	2166
286.413	0.0	dative 1-3	1	286413	real	fake	fake	fake	1949
322.694	0.0	genitive 2-2	2	322694	real	real	fake	fake	2239
361.426	0.0	genitive 2-2	2	361426	real	real	real	real	2136
398.983	0.0	dative 1-3	1	398983	fake	real	real	real	2237
435.069	0.0	genitive 2-2	2	435069	fake	fake	real	real	2270
526.056	0.0	dative 1-3	1	526056	real	real	fake	fake	1978
563.676	0.0	dative 1-3	1	563676	real	fake	fake	fake	2235
604.117	0.0	genitive 2-2	2	604117	real	real	fake	fake	2142
646.241	0.0	genitive 2-2	2	646241	real	real	real	fake	2046
686.42	0.0	genitive 2-2	2	686420	real	fake	fake	fake	2234
727.343	0.0	dative 1-3	1	727343	fake	fake	fake	fake	2097
764.673	0.0	dative 1-3	1	764673	fake	fake	real	real	2128
802.828	0.0	genitive 2-2	2	802828	real	real	fake	fake	1960
845.935	0.0	dative 1-3	1	845935	real	fake	fake	fake	2086
882.889	0.0	genitive 2-2	2	882889	fake	fake	fake	fake	1968
920.845	0.0	dative 1-3	1	920845	real	real	fake	real	2211
959.883	0.0	genitive 2-2	2	959883	real	real	real	real	2195
