onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
21.998	0.0	dative 1-3	201	19781	real	real	fake	fake	2091
64.05499999999999	0.0	dative 1-3	201	61776	real	real	fake	fake	2171
104.53899999999999	0.0	genitive 2-2	202	102158	fake	real	real	real	2266
144.84700000000004	0.0	genitive 2-2	202	142675	fake	real	fake	real	2062
182.17999999999998	0.0	dative 1-3	201	180104	real	fake	fake	fake	1956
219.524	0.0	genitive 2-2	202	217176	fake	real	real	real	2226
256.168	0.0	genitive 2-2	202	253832	real	fake	fake	real	2217
293.29	0.0	dative 1-3	201	291122	real	real	real	real	2057
329.452	0.0	genitive 2-2	202	327260	real	real	fake	fake	2072
365.833	0.0	genitive 2-2	202	363751	fake	fake	real	real	1973
402.8810000000001	0.0	dative 1-3	201	400563	real	real	real	real	2193
439.70799999999997	0.0	dative 1-3	201	437319	fake	fake	fake	real	2279
501.267	0.0	genitive 2-2	202	499051	real	fake	real	real	2102
539.2320000000002	0.0	dative 1-3	201	536849	fake	real	fake	real	2279
579.103	0.0	dative 1-3	201	576823	fake	fake	fake	fake	2161
617.9590000000001	0.0	genitive 2-2	202	615613	fake	real	fake	fake	2235
655.8000000000002	0.0	genitive 2-2	202	653628	real	fake	fake	fake	2049
692.725	0.0	dative 1-3	201	690698	real	fake	real	real	1912
732.1830000000001	0.0	dative 1-3	201	729831	fake	fake	real	real	2238
769.9170000000001	0.0	dative 1-3	201	767526	real	real	fake	fake	2271
808.552	0.0	genitive 2-2	202	806181	fake	fake	fake	real	2263
848.3090000000002	0.0	genitive 2-2	202	846223	fake	fake	fake	fake	1980
885.4490000000002	0.0	genitive 2-2	202	883061	fake	fake	real	real	2274
921.974	0.0	dative 1-3	201	919590	real	fake	fake	fake	2267
