onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
133.151	0.0	dative 1-3	201	132030	fake	real	fake	fake	1000
168.74	0.0	dative 1-3	201	167627	fake	real	real	real	1000
202.82800000000003	0.0	genitive 2-2	202	201714	real	real	real	fake	1000
236.13099999999997	0.0	genitive 2-2	202	235019	real	fake	fake	real	1000
270.411	0.0	genitive 2-2	202	269290	fake	real	real	fake	1000
308.497	0.0	dative 1-3	201	307377	real	real	real	fake	1000
343.1260000000001	0.0	dative 1-3	201	342014	fake	fake	real	real	1000
376.411	0.0	genitive 2-2	202	375286	real	fake	fake	real	1000
411.05800000000005	0.0	dative 1-3	201	409940	real	real	real	real	1000
444.343	0.0	genitive 2-2	202	443228	fake	real	fake	fake	1000
477.629	0.0	dative 1-3	201	476516	fake	real	real	real	1000
510.041	0.0	genitive 2-2	202	508922	real	real	real	real	1000
549.2090000000002	0.0	dative 1-3	201	548080	fake	real	real	real	1000
582.3019999999998	0.0	genitive 2-2	202	581185	real	real	fake	real	1000
614.837	0.0	dative 1-3	201	613720	fake	real	real	real	1000
647.5630000000001	0.0	dative 1-3	201	646440	fake	fake	fake	real	1000
680.133	0.0	genitive 2-2	202	679026	real	fake	fake	real	1000
712.7200000000001	0.0	genitive 2-2	202	711611	fake	real	real	real	1000
746.355	0.0	genitive 2-2	202	745242	real	real	real	real	1000
779.5889999999998	0.0	genitive 2-2	202	778469	fake	real	real	fake	1000
813.3789999999999	0.0	dative 1-3	201	812265	fake	real	real	real	1000
847.1360000000002	0.0	dative 1-3	201	846018	fake	fake	fake	real	1000
879.67	0.0	genitive 2-2	202	878554	real	real	fake	fake	1000
914.09	0.0	dative 1-3	201	912973	fake	fake	fake	fake	1000
