onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
12.644	0.0	genitive 2-2	2	12644	real	real	fake	fake	2244
50.414	0.0	dative 1-3	1	50414	fake	fake	real	real	2093
86.651	0.0	genitive 2-2	2	86651	fake	fake	fake	fake	2118
122.371	0.0	genitive 2-2	2	122371	real	real	real	real	2231
161.057	0.0	dative 1-3	1	161057	fake	fake	real	real	2251
196.878	0.0	dative 1-3	1	196878	fake	fake	fake	fake	2213
232.099	0.0	genitive 2-2	2	232099	fake	fake	real	real	2123
267.703	0.0	dative 1-3	1	267703	real	real	real	real	2275
304.989	0.0	dative 1-3	1	304989	fake	fake	real	real	2025
341.276	0.0	genitive 2-2	2	341276	fake	fake	real	real	2264
377.213	0.0	genitive 2-2	2	377213	fake	fake	real	real	2209
412.434	0.0	dative 1-3	1	412434	fake	fake	real	real	2190
449.587	0.0	genitive 2-2	2	449587	fake	fake	real	real	2061
485.208	0.0	dative 1-3	1	485208	fake	fake	real	real	2136
521.578	0.0	dative 1-3	1	521578	fake	fake	real	real	2213
557.615	0.0	genitive 2-2	2	557615	fake	fake	real	real	2100
594.985	0.0	dative 1-3	1	594985	real	real	real	real	2153
631.556	0.0	genitive 2-2	2	631556	real	real	real	fake	2187
671.691	0.0	genitive 2-2	2	671691	real	real	fake	fake	2214
707.528	0.0	dative 1-3	1	707528	fake	fake	real	real	2163
743.765	0.0	genitive 2-2	2	743765	fake	fake	real	real	2173
778.37	0.0	dative 1-3	1	778370	fake	fake	real	real	2253
813.59	0.0	genitive 2-2	2	813590	fake	fake	real	real	2244
850.21	0.0	dative 1-3	1	850210	fake	fake	real	real	1970
