onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
17.816	0.0	dative 1-3	1	17816	real	real	fake	fake	2123
57.28	0.0	dative 1-3	1	57280	fake	real	real	real	2189
97.178	0.0	genitive 2-2	2	97178	real	real	fake	fake	1877
134.083	0.0	dative 1-3	1	134083	fake	real	real	real	2264
169.771	0.0	genitive 2-2	2	169771	real	real	real	fake	2120
205.566	0.0	genitive 2-2	2	205566	real	fake	fake	real	2216
241.03	0.0	genitive 2-2	2	241030	real	real	fake	fake	2262
278.268	0.0	genitive 2-2	2	278268	real	real	fake	real	2260
313.683	0.0	genitive 2-2	2	313683	fake	fake	fake	real	2276
348.902	0.0	dative 1-3	1	348902	real	real	real	real	2238
386.925	0.0	dative 1-3	1	386925	real	fake	real	fake	2179
428.565	0.0	dative 1-3	1	428565	fake	real	fake	real	2159
529.756	0.0	dative 1-3	1	529756	fake	real	fake	real	2179
564.544	0.0	genitive 2-2	2	564544	real	real	real	real	1985
602.108	0.0	dative 1-3	1	602108	real	real	fake	fake	2205
638.181	0.0	genitive 2-2	2	638181	fake	real	fake	real	2052
675.819	0.0	genitive 2-2	2	675819	fake	real	real	real	1983
711.274	0.0	dative 1-3	1	711274	real	real	real	real	2271
748.471	0.0	genitive 2-2	2	748471	fake	real	real	real	2240
784.946	0.0	dative 1-3	1	784946	fake	fake	real	real	2242
819.982	0.0	genitive 2-2	2	819982	real	real	fake	fake	2145
856.73	0.0	dative 1-3	1	856730	real	real	fake	real	2195
925.862	0.0	genitive 2-2	2	925862	real	real	fake	fake	2170
963.852	0.0	dative 1-3	1	963852	fake	real	real	real	2252
