onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
6.325	0.0	genitive 2-2	2	6325	fake	fake	fake	fake	2230
42.613	0.0	genitive 2-2	2	42613	real	real	fake	fake	2268
81.849	0.0	dative 1-3	1	81849	fake	fake	fake	fake	2160
118.88	0.0	genitive 2-2	2	118880	fake	fake	fake	fake	2191
154.469	0.0	dative 1-3	1	154469	fake	fake	real	real	2245
190.817	0.0	dative 1-3	1	190817	real	real	fake	fake	2225
228.006	0.0	genitive 2-2	2	228006	fake	fake	real	real	2022
263.728	0.0	dative 1-3	1	263728	real	fake	fake	fake	2157
299.099	0.0	dative 1-3	1	299099	fake	fake	real	fake	2118
334.343	0.0	genitive 2-2	2	334343	real	real	fake	fake	2184
370.458	0.0	genitive 2-2	2	370458	fake	fake	real	real	2119
407.286	0.0	dative 1-3	1	407286	fake	fake	real	real	2150
465.301	0.0	genitive 2-2	2	465301	fake	fake	real	real	2014
501.522	0.0	genitive 2-2	2	501522	real	real	real	real	2239
538.343	0.0	dative 1-3	1	538343	fake	fake	real	real	2155
575.116	0.0	dative 1-3	1	575116	real	fake	fake	fake	2187
610.803	0.0	genitive 2-2	2	610803	real	real	fake	fake	2224
649.326	0.0	dative 1-3	1	649326	fake	fake	fake	fake	2252
685.649	0.0	genitive 2-2	2	685649	real	real	real	real	2211
722.47	0.0	genitive 2-2	2	722470	fake	fake	fake	real	1989
758.827	0.0	genitive 2-2	2	758827	real	real	fake	fake	1861
794.433	0.0	dative 1-3	1	794433	fake	fake	real	real	1877
830.47	0.0	dative 1-3	1	830470	fake	fake	real	real	2109
867.027	0.0	dative 1-3	1	867027	fake	fake	fake	fake	2239
