onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
14.898	0.0	genitive 2-2	2	14898	real	real	fake	real	2227
56.746	0.0	dative 1-3	1	56746	fake	real	fake	fake	2237
96.6	0.0	dative 1-3	1	96600	fake	real	real	real	2280
138.467	0.0	genitive 2-2	2	138467	fake	fake	fake	real	2267
181.066	0.0	dative 1-3	1	181066	fake	fake	real	real	2241
220.846	0.0	genitive 2-2	2	220846	fake	real	real	real	2217
260.276	0.0	dative 1-3	1	260276	fake	real	real	fake	2179
304.556	0.0	genitive 2-2	2	304556	real	real	real	real	2161
341.185	0.0	dative 1-3	1	341185	fake	real	real	real	2249
381.849	0.0	genitive 2-2	2	381849	real	real	fake	fake	2255
417.576	0.0	genitive 2-2	2	417576	fake	fake	real	real	2266
457.928	0.0	dative 1-3	1	457928	fake	fake	real	real	2239
521.469	0.0	genitive 2-2	2	521469	real	real	fake	real	2153
561.351	0.0	dative 1-3	1	561351	fake	fake	fake	fake	2065
601.75	0.0	genitive 2-2	2	601750	real	real	real	real	2254
638.289	0.0	dative 1-3	1	638289	fake	fake	real	real	2037
674.312	0.0	dative 1-3	1	674312	fake	fake	real	real	1915
715.217	0.0	genitive 2-2	2	715217	fake	real	real	fake	2007
755.316	0.0	genitive 2-2	2	755316	fake	fake	real	real	2057
793.822	0.0	genitive 2-2	2	793822	real	real	real	real	2247
832.095	0.0	dative 1-3	1	832095	real	real	fake	fake	2274
868.358	0.0	genitive 2-2	2	868358	fake	fake	real	real	2259
904.947	0.0	dative 1-3	1	904947	real	fake	real	real	1936
945.702	0.0	dative 1-3	1	945702	fake	real	real	real	1948
