onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
99.486	0.0	genitive 2-2	2	99486	real	real	fake	real	1000
137.0	0.0	genitive 2-2	2	137000	fake	real	real	real	1000
176.67	0.0	genitive 2-2	2	176670	real	real	fake	fake	1000
211.408	0.0	dative 1-3	1	211408	fake	real	real	real	1000
252.689	0.0	dative 1-3	1	252689	real	fake	fake	real	1000
294.412	0.0	dative 1-3	1	294412	fake	fake	fake	real	1000
334.085	0.0	dative 1-3	1	334085	fake	fake	real	real	1000
369.258	0.0	genitive 2-2	2	369258	fake	fake	real	real	1000
406.254	0.0	dative 1-3	1	406254	fake	real	fake	real	1000
440.325	0.0	genitive 2-2	2	440325	real	real	real	real	1000
476.195	0.0	dative 1-3	1	476195	fake	fake	real	real	1000
515.316	0.0	genitive 2-2	2	515316	fake	fake	fake	fake	1000
564.568	0.0	dative 1-3	1	564568	fake	fake	real	real	1000
604.309	0.0	genitive 2-2	2	604309	real	real	fake	fake	1000
640.77	0.0	dative 1-3	1	640770	fake	fake	fake	fake	1000
676.525	0.0	genitive 2-2	2	676525	fake	fake	real	real	1000
713.097	0.0	genitive 2-2	2	713097	fake	fake	real	real	1000
747.835	0.0	dative 1-3	1	747835	real	real	real	fake	1000
786.457	0.0	dative 1-3	1	786457	fake	fake	real	real	1000
820.812	0.0	genitive 2-2	2	820812	fake	real	real	real	1000
856.232	0.0	dative 1-3	1	856232	real	real	fake	fake	1000
890.805	0.0	genitive 2-2	2	890805	fake	fake	fake	fake	1000
924.69	0.0	genitive 2-2	2	924690	real	real	fake	real	1000
960.537	0.0	dative 1-3	1	960537	fake	fake	real	real	1000
