onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.61	0.0	genitive 2-2	2	11610	fake	real	fake	fake	2261
48.965	0.0	genitive 2-2	2	48965	fake	fake	fake	real	2266
87.113	0.0	dative 1-3	1	87113	fake	fake	real	fake	2139
125.719	0.0	dative 1-3	1	125719	fake	fake	real	real	2238
161.892	0.0	genitive 2-2	2	161892	real	real	real	fake	2119
199.138	0.0	dative 1-3	1	199138	fake	fake	real	real	2202
238.277	0.0	dative 1-3	1	238277	fake	fake	fake	real	2166
275.248	0.0	dative 1-3	1	275248	real	real	fake	fake	1949
312.523	0.0	genitive 2-2	2	312523	real	real	fake	fake	2239
350.219	0.0	genitive 2-2	2	350219	real	fake	real	real	2136
387.492	0.0	dative 1-3	1	387492	fake	fake	real	fake	2237
425.204	0.0	genitive 2-2	2	425204	fake	fake	real	real	2270
509.845	0.0	dative 1-3	1	509845	real	fake	fake	real	1978
547.35	0.0	dative 1-3	1	547350	real	real	fake	fake	2235
585.673	0.0	genitive 2-2	2	585673	real	fake	fake	fake	2142
624.978	0.0	genitive 2-2	2	624978	real	real	real	real	2046
663.902	0.0	genitive 2-2	2	663902	real	fake	fake	fake	2234
701.08	0.0	dative 1-3	1	701080	fake	fake	fake	fake	2097
738.501	0.0	dative 1-3	1	738501	fake	fake	real	real	2128
775.289	0.0	genitive 2-2	2	775289	real	real	fake	fake	1960
812.435	0.0	dative 1-3	1	812435	real	fake	fake	fake	2086
849.139	0.0	genitive 2-2	2	849139	fake	fake	fake	fake	1968
885.695	0.0	dative 1-3	1	885695	real	real	fake	fake	2211
922.149	0.0	genitive 2-2	2	922149	real	fake	real	real	2195
