onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
19.781	0.0	dative 1-3	1	19781	real	real	fake	fake	2091
61.776	0.0	dative 1-3	1	61776	real	real	fake	fake	2171
102.158	0.0	genitive 2-2	2	102158	fake	real	real	real	2266
142.675	0.0	genitive 2-2	2	142675	fake	real	fake	real	2062
180.104	0.0	dative 1-3	1	180104	real	fake	fake	fake	1956
217.176	0.0	genitive 2-2	2	217176	fake	real	real	real	2226
253.832	0.0	genitive 2-2	2	253832	real	fake	fake	real	2217
291.122	0.0	dative 1-3	1	291122	real	real	real	real	2057
327.26	0.0	genitive 2-2	2	327260	real	real	fake	fake	2072
363.751	0.0	genitive 2-2	2	363751	fake	fake	real	real	1973
400.563	0.0	dative 1-3	1	400563	real	real	real	real	2193
437.319	0.0	dative 1-3	1	437319	fake	fake	fake	real	2279
499.051	0.0	genitive 2-2	2	499051	real	fake	real	real	2102
536.849	0.0	dative 1-3	1	536849	fake	real	fake	real	2279
576.823	0.0	dative 1-3	1	576823	fake	fake	fake	fake	2161
615.613	0.0	genitive 2-2	2	615613	fake	real	fake	fake	2235
653.628	0.0	genitive 2-2	2	653628	real	fake	fake	fake	2049
690.698	0.0	dative 1-3	1	690698	real	fake	real	real	1912
729.831	0.0	dative 1-3	1	729831	fake	fake	real	real	2238
767.526	0.0	dative 1-3	1	767526	real	real	fake	fake	2271
806.181	0.0	genitive 2-2	2	806181	fake	fake	fake	real	2263
846.223	0.0	genitive 2-2	2	846223	fake	fake	fake	fake	1980
883.061	0.0	genitive 2-2	2	883061	fake	fake	real	real	2274
919.59	0.0	dative 1-3	1	919590	real	fake	fake	fake	2267
