onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
12.573	0.0	dative 1-3	1	12457	fake	fake	real	real	2064
49.96	0.0	dative 1-3	1	49832	fake	fake	fake	real	2248
90.978	0.0	genitive 2-2	2	90868	fake	fake	real	fake	2253
131.08200000000002	0.0	genitive 2-2	2	130961	fake	fake	fake	real	1923
174.93200000000002	0.0	genitive 2-2	2	174824	real	real	real	real	2162
213.68099999999998	0.0	dative 1-3	1	213563	real	real	real	real	2271
250.596	0.0	dative 1-3	1	250483	real	fake	real	fake	2242
291.457	0.0	genitive 2-2	2	291340	fake	fake	real	real	1930
328.285	0.0	dative 1-3	1	328158	real	real	real	fake	2210
364.69500000000005	0.0	genitive 2-2	2	364578	real	real	fake	real	2232
402.134	0.0	dative 1-3	1	402015	fake	fake	real	fake	2200
439.242	0.0	genitive 2-2	2	439114	fake	fake	real	real	2229
518.1	0.0	genitive 2-2	2	517986	real	real	fake	real	2266
555.2950000000001	0.0	dative 1-3	1	555172	fake	fake	real	real	2142
593.519	0.0	dative 1-3	1	593398	real	fake	fake	fake	2105
631.482	0.0	genitive 2-2	2	631360	fake	real	fake	fake	2219
676.043	0.0	genitive 2-2	2	675928	fake	fake	real	real	2131
711.8940000000001	0.0	dative 1-3	1	711781	fake	real	real	real	2233
748.548	0.0	genitive 2-2	2	748418	fake	fake	real	real	2267
785.4110000000001	0.0	genitive 2-2	2	785298	fake	fake	fake	real	2245
823.1299999999999	0.0	dative 1-3	1	823022	real	fake	fake	fake	2197
860.289	0.0	genitive 2-2	2	860174	fake	fake	fake	fake	2153
896.2109999999999	0.0	dative 1-3	1	896104	real	fake	real	real	2270
933.1080000000001	0.0	dative 1-3	1	932993	real	fake	real	fake	2018
