onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
22.076999999999998	0.0	dative 1-3	1	21955	real	real	fake	fake	2279
60.354	0.0	dative 1-3	1	60227	real	real	fake	real	2187
100.22099999999999	0.0	genitive 2-2	2	100108	fake	fake	real	real	2279
138.46200000000002	0.0	genitive 2-2	2	138331	fake	fake	real	fake	2251
179.061	0.0	genitive 2-2	2	178930	fake	fake	real	real	2193
222.906	0.0	dative 1-3	1	222782	real	real	fake	fake	2234
261.078	0.0	genitive 2-2	2	260962	real	real	real	real	2268
296.84200000000004	0.0	dative 1-3	1	296720	real	real	fake	fake	2198
333.95099999999996	0.0	genitive 2-2	2	333822	fake	fake	real	real	2178
372.908	0.0	genitive 2-2	2	372796	real	real	real	real	2252
410.975	0.0	dative 1-3	1	410859	fake	fake	real	real	2234
447.75100000000003	0.0	dative 1-3	1	447629	real	real	fake	fake	2280
530.3100000000001	0.0	dative 1-3	1	530186	real	real	real	real	1998
566.842	0.0	genitive 2-2	2	566732	real	real	fake	fake	2229
602.886	0.0	genitive 2-2	2	602772	real	fake	fake	fake	2198
654.043	0.0	genitive 2-2	2	653930	fake	fake	real	real	2169
694.3389999999999	0.0	dative 1-3	1	694222	fake	fake	fake	fake	2117
731.401	0.0	dative 1-3	1	731275	real	real	fake	fake	2231
768.962	0.0	dative 1-3	1	768840	real	real	fake	fake	1985
806.6460000000001	0.0	genitive 2-2	2	806536	real	real	fake	fake	1980
842.7410000000001	0.0	genitive 2-2	2	842623	fake	fake	fake	fake	2205
879.1329999999999	0.0	dative 1-3	1	879012	fake	fake	real	fake	2186
916.5039999999999	0.0	dative 1-3	1	916384	real	real	fake	fake	2072
956.2460000000001	0.0	genitive 2-2	2	956131	real	real	fake	fake	2263
