onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
23.066	0.0	genitive 2-2	2	23066	real	real	fake	real	1000
58.749	0.0	dative 1-3	1	58749	real	real	fake	fake	1000
95.639	0.0	genitive 2-2	2	95639	real	real	fake	real	1000
131.537	0.0	genitive 2-2	2	131537	fake	fake	fake	fake	1000
168.12	0.0	dative 1-3	1	168120	real	fake	fake	fake	1000
203.628	0.0	dative 1-3	1	203628	fake	real	real	fake	1000
239.153	0.0	dative 1-3	1	239153	fake	real	fake	fake	1000
274.993	0.0	dative 1-3	1	274993	fake	fake	real	fake	1000
310.867	0.0	genitive 2-2	2	310867	fake	fake	real	fake	1000
349.501	0.0	genitive 2-2	2	349501	real	fake	real	real	1000
385.442	0.0	dative 1-3	1	385442	real	real	fake	fake	1000
420.891	0.0	genitive 2-2	2	420891	fake	real	fake	real	1000
474.806	0.0	genitive 2-2	2	474806	real	fake	fake	fake	1000
509.979	0.0	dative 1-3	1	509979	real	real	real	fake	1000
545.443	0.0	dative 1-3	1	545443	real	real	real	fake	1000
580.686	0.0	genitive 2-2	2	580686	fake	real	real	real	1000
616.202	0.0	genitive 2-2	2	616202	fake	fake	fake	real	1000
651.776	0.0	dative 1-3	1	651776	fake	fake	real	real	1000
687.306	0.0	dative 1-3	1	687306	fake	fake	fake	real	1000
724.916	0.0	dative 1-3	1	724916	real	real	real	real	1000
759.996	0.0	genitive 2-2	2	759996	fake	real	real	real	1000
795.205	0.0	dative 1-3	1	795205	real	real	fake	real	1000
830.611	0.0	genitive 2-2	2	830611	real	real	fake	real	1000
867.103	0.0	genitive 2-2	2	867103	real	real	real	real	1000
