onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.074	0.0	genitive 2-2	2	11074	real	fake	fake	fake	2177
51.948	0.0	dative 1-3	1	51948	real	real	real	real	2219
90.612	0.0	dative 1-3	1	90612	fake	fake	fake	real	2131
128.598	0.0	genitive 2-2	2	128598	real	real	fake	fake	2242
166.619	0.0	dative 1-3	1	166619	real	real	fake	fake	2279
203.684	0.0	genitive 2-2	2	203684	fake	fake	real	fake	2155
240.997	0.0	genitive 2-2	2	240997	fake	real	real	fake	2194
277.902	0.0	dative 1-3	1	277902	fake	fake	real	real	2250
314.14	0.0	genitive 2-2	2	314140	fake	fake	real	real	2035
353.453	0.0	dative 1-3	1	353453	real	real	fake	fake	2123
391.657	0.0	dative 1-3	1	391657	fake	real	fake	real	2117
430.221	0.0	genitive 2-2	2	430221	fake	fake	real	real	1966
470.393	0.0	dative 1-3	1	470393	real	real	fake	real	2251
508.594	0.0	dative 1-3	1	508594	fake	fake	fake	fake	2155
545.372	0.0	dative 1-3	1	545372	real	fake	real	fake	2110
582.488	0.0	genitive 2-2	2	582488	fake	fake	fake	fake	1931
619.641	0.0	genitive 2-2	2	619641	fake	fake	fake	fake	2279
656.854	0.0	genitive 2-2	2	656854	real	fake	fake	fake	2203
693.617	0.0	dative 1-3	1	693617	fake	fake	real	real	2158
731.964	0.0	genitive 2-2	2	731964	fake	fake	fake	fake	2223
770.739	0.0	dative 1-3	1	770739	real	real	fake	fake	2270
808.31	0.0	genitive 2-2	2	808310	fake	real	fake	fake	2256
845.423	0.0	dative 1-3	1	845423	real	real	real	real	2141
882.912	0.0	genitive 2-2	2	882912	fake	real	fake	fake	2210
