onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
12.091999999999999	0.0	genitive 2-2	2	11983	real	real	fake	fake	2177
49.705999999999996	0.0	dative 1-3	1	49587	real	real	real	real	2219
85.78399999999999	0.0	dative 1-3	1	85666	fake	fake	fake	fake	2131
121.86200000000001	0.0	genitive 2-2	2	121736	real	real	fake	fake	2242
159.72	0.0	dative 1-3	1	159607	real	real	fake	fake	2279
197.369	0.0	genitive 2-2	2	197262	fake	fake	real	fake	2155
234.703	0.0	genitive 2-2	2	234592	fake	fake	real	fake	2194
271.235	0.0	dative 1-3	1	271114	fake	fake	real	real	2250
308.255	0.0	genitive 2-2	2	308143	fake	fake	real	real	2035
346.201	0.0	dative 1-3	1	346083	real	real	fake	fake	2123
382.89099999999996	0.0	dative 1-3	1	382771	fake	fake	fake	fake	2117
422.54600000000005	0.0	genitive 2-2	2	422434	fake	fake	real	real	1966
478.69699999999995	0.0	dative 1-3	1	478571	real	real	fake	real	2251
515.751	0.0	dative 1-3	1	515635	fake	fake	fake	fake	2155
552.5279999999999	0.0	dative 1-3	1	552407	real	fake	real	real	2110
589.4259999999999	0.0	genitive 2-2	2	589296	fake	fake	fake	fake	1931
626.603	0.0	genitive 2-2	2	626487	fake	fake	fake	fake	2279
663.676	0.0	genitive 2-2	2	663558	real	fake	fake	fake	2203
699.5090000000001	0.0	dative 1-3	1	699396	fake	fake	real	real	2158
735.3789999999999	0.0	genitive 2-2	2	735269	fake	fake	fake	fake	2223
772.381	0.0	dative 1-3	1	772255	real	real	fake	fake	2270
810.57	0.0	genitive 2-2	2	810460	fake	fake	fake	fake	2256
847.7650000000001	0.0	dative 1-3	1	847651	real	real	real	real	2141
883.5469999999999	0.0	genitive 2-2	2	883439	fake	fake	fake	fake	2210
