onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.983	0.0	genitive 2-2	2	11983	real	real	fake	fake	2177
49.587	0.0	dative 1-3	1	49587	real	real	real	real	2219
85.666	0.0	dative 1-3	1	85666	fake	fake	fake	fake	2131
121.736	0.0	genitive 2-2	2	121736	real	real	fake	fake	2242
159.607	0.0	dative 1-3	1	159607	real	real	fake	fake	2279
197.262	0.0	genitive 2-2	2	197262	fake	fake	real	fake	2155
234.592	0.0	genitive 2-2	2	234592	fake	fake	real	fake	2194
271.114	0.0	dative 1-3	1	271114	fake	fake	real	real	2250
308.143	0.0	genitive 2-2	2	308143	fake	fake	real	real	2035
346.083	0.0	dative 1-3	1	346083	real	real	fake	fake	2123
382.771	0.0	dative 1-3	1	382771	fake	fake	fake	fake	2117
422.434	0.0	genitive 2-2	2	422434	fake	fake	real	real	1966
478.571	0.0	dative 1-3	1	478571	real	real	fake	real	2251
515.635	0.0	dative 1-3	1	515635	fake	fake	fake	fake	2155
552.407	0.0	dative 1-3	1	552407	real	fake	real	real	2110
589.296	0.0	genitive 2-2	2	589296	fake	fake	fake	fake	1931
626.487	0.0	genitive 2-2	2	626487	fake	fake	fake	fake	2279
663.558	0.0	genitive 2-2	2	663558	real	fake	fake	fake	2203
699.396	0.0	dative 1-3	1	699396	fake	fake	real	real	2158
735.269	0.0	genitive 2-2	2	735269	fake	fake	fake	fake	2223
772.255	0.0	dative 1-3	1	772255	real	real	fake	fake	2270
810.46	0.0	genitive 2-2	2	810460	fake	fake	fake	fake	2256
847.651	0.0	dative 1-3	1	847651	real	real	real	real	2141
883.439	0.0	genitive 2-2	2	883439	fake	fake	fake	fake	2210
