onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
30.111	0.0	genitive 2-2	2	30111	fake	real	fake	fake	2254
79.064	0.0	genitive 2-2	2	79064	real	fake	fake	real	2023
124.998	0.0	dative 1-3	1	124998	real	real	fake	real	2263
169.798	0.0	genitive 2-2	2	169798	fake	fake	real	real	2085
211.184	0.0	dative 1-3	1	211184	fake	fake	real	real	2194
250.253	0.0	dative 1-3	1	250253	real	real	real	fake	2233
293.054	0.0	genitive 2-2	2	293054	fake	fake	fake	fake	2102
339.721	0.0	dative 1-3	1	339721	fake	fake	real	real	2226
380.673	0.0	genitive 2-2	2	380673	real	real	fake	fake	1990
419.326	0.0	dative 1-3	1	419326	fake	fake	fake	real	2248
457.879	0.0	genitive 2-2	2	457879	fake	real	real	real	2274
497.665	0.0	dative 1-3	1	497665	real	fake	fake	fake	2264
547.398	0.0	dative 1-3	1	547398	fake	fake	real	real	2162
586.65	0.0	dative 1-3	1	586650	real	fake	fake	real	2272
625.353	0.0	genitive 2-2	2	625353	fake	fake	real	real	2279
664.789	0.0	dative 1-3	1	664789	real	fake	fake	fake	2176
704.174	0.0	genitive 2-2	2	704174	real	real	fake	fake	2219
742.811	0.0	genitive 2-2	2	742811	fake	fake	real	real	2250
781.947	0.0	genitive 2-2	2	781947	fake	real	real	real	2002
824.248	0.0	dative 1-3	1	824248	real	real	fake	fake	2198
861.935	0.0	genitive 2-2	2	861935	real	real	real	fake	2234
898.555	0.0	genitive 2-2	2	898555	fake	fake	real	real	2256
935.126	0.0	dative 1-3	1	935126	real	fake	real	fake	2227
974.645	0.0	dative 1-3	1	974645	fake	fake	fake	real	2263
