onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
12.909	0.0	dative 1-3	1	12909	real	real	fake	real	1896
52.755	0.0	genitive 2-2	2	52755	fake	real	real	fake	2263
100.178	0.0	dative 1-3	1	100178	real	fake	fake	fake	2271
147.097	0.0	dative 1-3	1	147097	fake	real	fake	real	2123
183.969	0.0	genitive 2-2	2	183969	fake	real	real	fake	2147
220.391	0.0	genitive 2-2	2	220391	real	real	fake	fake	2276
256.296	0.0	genitive 2-2	2	256296	real	real	real	real	2272
293.365	0.0	dative 1-3	1	293365	real	real	real	real	2260
329.171	0.0	genitive 2-2	2	329171	fake	fake	real	real	2262
368.627	0.0	dative 1-3	1	368627	fake	fake	real	real	2099
404.065	0.0	genitive 2-2	2	404065	real	real	real	fake	2214
441.972	0.0	dative 1-3	1	441972	real	real	real	real	2146
529.024	0.0	genitive 2-2	2	529024	real	real	real	real	2249
567.782	0.0	genitive 2-2	2	567782	fake	real	fake	fake	2269
603.252	0.0	dative 1-3	1	603252	fake	fake	real	fake	2275
641.043	0.0	genitive 2-2	2	641043	fake	real	fake	real	2227
676.996	0.0	dative 1-3	1	676996	real	real	fake	fake	2234
713.193	0.0	dative 1-3	1	713193	fake	fake	real	fake	2169
749.763	0.0	genitive 2-2	2	749763	real	fake	real	real	2065
792.723	0.0	dative 1-3	1	792723	fake	fake	real	real	2149
829.711	0.0	dative 1-3	1	829711	fake	real	real	fake	2091
865.257	0.0	dative 1-3	1	865257	real	real	real	fake	2213
901.487	0.0	genitive 2-2	2	901487	fake	fake	real	fake	2100
938.244	0.0	genitive 2-2	2	938244	fake	fake	real	real	2264
