onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.046000000000001	0.0	genitive 2-2	2	10932	fake	real	real	real	2274
55.10099999999999	0.0	dative 1-3	1	54984	real	real	real	fake	2207
92.435	0.0	genitive 2-2	2	92321	fake	fake	real	real	2155
133.03400000000002	0.0	dative 1-3	1	132912	real	fake	fake	fake	2232
172.463	0.0	dative 1-3	1	172350	real	real	real	fake	2138
211.927	0.0	genitive 2-2	2	211806	fake	fake	fake	fake	2231
251.26999999999998	0.0	genitive 2-2	2	251161	fake	fake	real	real	2110
288.656	0.0	genitive 2-2	2	288534	real	real	real	real	2112
327.56100000000004	0.0	genitive 2-2	2	327449	real	real	fake	real	1904
368.718	0.0	dative 1-3	1	368606	fake	real	real	real	2242
406.768	0.0	dative 1-3	1	406652	real	real	fake	fake	2269
443.92799999999994	0.0	dative 1-3	1	443807	real	fake	real	real	2237
500.445	0.0	dative 1-3	1	500335	fake	fake	real	real	2259
538.705	0.0	genitive 2-2	2	538581	real	real	fake	fake	2213
576.964	0.0	dative 1-3	1	576854	real	fake	real	real	1904
614.596	0.0	genitive 2-2	2	614481	fake	fake	real	real	2263
651.354	0.0	genitive 2-2	2	651228	real	real	fake	fake	2003
692.3539999999999	0.0	dative 1-3	1	692227	real	real	fake	fake	1909
729.898	0.0	dative 1-3	1	729791	real	real	fake	fake	2149
767.565	0.0	dative 1-3	1	767445	real	fake	fake	real	2102
806.54	0.0	genitive 2-2	2	806425	real	real	fake	fake	2124
841.885	0.0	genitive 2-2	2	841762	real	real	fake	fake	2269
886.778	0.0	genitive 2-2	2	886660	real	fake	real	real	2144
923.1859999999999	0.0	dative 1-3	1	923074	real	fake	real	real	2235
