onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
21.043	0.0	dative 1-3	1	21043	fake	real	fake	fake	1000
59.562	0.0	dative 1-3	1	59562	real	real	real	fake	1000
96.612	0.0	dative 1-3	1	96612	fake	real	fake	fake	1000
133.704	0.0	genitive 2-2	2	133704	fake	real	fake	fake	1000
170.06	0.0	genitive 2-2	2	170060	fake	fake	fake	fake	1000
206.263	0.0	genitive 2-2	2	206263	real	real	fake	fake	1000
242.871	0.0	dative 1-3	1	242871	fake	real	fake	fake	1000
279.014	0.0	genitive 2-2	2	279014	real	fake	fake	fake	1000
316.906	0.0	genitive 2-2	2	316906	fake	fake	fake	real	1000
352.546	0.0	genitive 2-2	2	352546	real	fake	fake	fake	1000
388.496	0.0	dative 1-3	1	388496	real	fake	fake	fake	1000
425.227	0.0	dative 1-3	1	425227	real	fake	real	real	1000
479.561	0.0	genitive 2-2	2	479561	fake	real	fake	real	1000
518.837	0.0	dative 1-3	1	518837	real	real	fake	real	1000
557.203	0.0	genitive 2-2	2	557203	fake	fake	real	fake	1000
593.159	0.0	dative 1-3	1	593159	fake	real	fake	real	1000
629.275	0.0	genitive 2-2	2	629275	fake	real	fake	real	1000
665.076	0.0	dative 1-3	1	665076	fake	real	fake	fake	1000
700.499	0.0	genitive 2-2	2	700499	real	fake	fake	real	1000
736.14	0.0	dative 1-3	1	736140	real	fake	fake	fake	1000
772.406	0.0	dative 1-3	1	772406	real	fake	fake	fake	1000
808.106	0.0	genitive 2-2	2	808106	fake	fake	real	real	1000
843.663	0.0	genitive 2-2	2	843663	real	fake	real	real	1000
878.927	0.0	dative 1-3	1	878927	real	real	fake	real	1000
