onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
24.254	0.0	genitive 2-2	2	24254	fake	fake	real	real	2128
59.976	0.0	dative 1-3	1	59976	real	real	fake	fake	2235
97.071	0.0	genitive 2-2	2	97071	fake	fake	real	real	2264
136.885	0.0	dative 1-3	1	136885	fake	fake	fake	fake	2179
174.022	0.0	dative 1-3	1	174022	real	real	fake	fake	1941
209.61	0.0	genitive 2-2	2	209610	fake	fake	real	real	1989
246.381	0.0	dative 1-3	1	246381	fake	fake	real	real	1974
282.251	0.0	genitive 2-2	2	282251	real	fake	real	real	2186
318.598	0.0	dative 1-3	1	318598	fake	fake	real	fake	1974
355.886	0.0	genitive 2-2	2	355886	real	fake	real	real	2227
391.83	0.0	dative 1-3	1	391830	real	fake	fake	fake	2256
428.236	0.0	genitive 2-2	2	428236	real	fake	fake	fake	2252
501.748	0.0	dative 1-3	1	501748	real	fake	real	real	2138
538.643	0.0	dative 1-3	1	538643	fake	fake	real	real	2223
574.331	0.0	genitive 2-2	2	574331	real	real	real	real	2070
611.377	0.0	genitive 2-2	2	611377	real	real	real	real	1965
646.734	0.0	dative 1-3	1	646734	fake	fake	real	real	2057
685.841	0.0	genitive 2-2	2	685841	real	real	fake	fake	2201
722.046	0.0	dative 1-3	1	722046	real	real	fake	fake	2245
757.617	0.0	genitive 2-2	2	757617	fake	fake	fake	real	2280
793.438	0.0	dative 1-3	1	793438	fake	fake	real	real	2199
828.71	0.0	genitive 2-2	2	828710	real	real	fake	fake	2231
865.748	0.0	dative 1-3	1	865748	fake	fake	fake	fake	2269
901.154	0.0	genitive 2-2	2	901154	real	real	fake	fake	1925
