onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
11.212	0.0	genitive 2-2	2	11212	fake	fake	real	real	1000
44.289	0.0	genitive 2-2	2	44289	fake	fake	real	real	1000
77.076	0.0	dative 1-3	1	77076	real	real	real	fake	1000
113.724	0.0	dative 1-3	1	113724	real	real	real	real	1000
148.611	0.0	genitive 2-2	2	148611	fake	fake	fake	real	1000
183.88	0.0	dative 1-3	1	183880	fake	fake	real	real	1000
216.585	0.0	dative 1-3	1	216585	real	real	fake	fake	1000
253.421	0.0	genitive 2-2	2	253421	real	real	real	real	1000
288.991	0.0	genitive 2-2	2	288991	real	fake	real	real	1000
326.253	0.0	dative 1-3	1	326253	fake	real	real	real	1000
362.35	0.0	dative 1-3	1	362350	fake	fake	real	real	1000
395.645	0.0	genitive 2-2	2	395645	real	real	real	real	1000
444.088	0.0	genitive 2-2	2	444088	real	real	real	real	1000
479.085	0.0	dative 1-3	1	479085	fake	fake	real	fake	1000
519.382	0.0	dative 1-3	1	519382	real	real	fake	fake	1000
553.638	0.0	dative 1-3	1	553638	fake	fake	fake	fake	1000
590.224	0.0	genitive 2-2	2	590224	fake	fake	real	real	1000
628.954	0.0	genitive 2-2	2	628954	real	real	real	real	1000
666.761	0.0	genitive 2-2	2	666761	fake	fake	real	real	1000
702.699	0.0	genitive 2-2	2	702699	real	fake	fake	fake	1000
736.234	0.0	dative 1-3	1	736234	fake	fake	real	real	1000
769.613	0.0	dative 1-3	1	769613	fake	fake	real	real	1000
803.033	0.0	dative 1-3	1	803033	fake	fake	real	real	1000
835.668	0.0	genitive 2-2	2	835668	real	real	fake	fake	1000
